bar_idx,datetime,macro_state,family,confidence,policy,supply,demand,volume,mtf,regime,momentum,capit,fuel,risk,macro_phase_weak_evidence,va_policy,bear_v3,EVAL_exitype,EVAL_realR
7454,2024-10-25,BULL_PULLBACK_CONTINUATION,BULL,medium,REVIEW_RISK,SUPPLY_REJECTING_RISK,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_BE,0.9
7509,2024-11-07,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
7549,2024-11-18,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,WIN_HELD,1.5
7569,2024-11-21,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,STOP_LOSS,-1.1
7577,2024-11-22,MACRO_BULL_RUN_CONTINUATION,BULL,high,REVIEW_RISK,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_WIDE,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,STOP_LOSS,-1.1
7662,2024-12-12,MACRO_BULL_RUN_CONTINUATION,BULL,high,REVIEW_RISK,SUPPLY_BLOCKS_TARGET,DEMAND_FRAGILE,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
7710,2024-12-26,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,HUMAN_VISUAL_REQUIRED,ALLOW,SCRATCH,1.21
7731,2024-12-31,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,HUMAN_VISUAL_REQUIRED,ALLOW,WIN_HELD,2.05
7765,2025-01-09,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_FRAGILE,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,HUMAN_VISUAL_REQUIRED,ALLOW,SCRATCH,1.44
7797,2025-01-16,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,SCRATCH,1.31
7816,2025-01-21,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,SCRATCH,1.62
7838,2025-01-27,MACRO_BULL_RUN_CONTINUATION,BULL,high,REVIEW_RISK,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
7869,2025-02-03,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_FRAGILE,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,SCRATCH,0.89
7902,2025-02-11,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,SCRATCH,0.17
7924,2025-02-14,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,high_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_BE,3.9
7933,2025-02-18,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
7943,2025-02-19,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
7993,2025-03-04,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,SCRATCH,1.16
8080,2025-03-24,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_RUNNER,3.9
8095,2025-03-27,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_BE,0.9
8111,2025-03-31,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
8133,2025-04-04,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,high_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
8149,2025-04-09,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,WIN_HELD,2.48
8157,2025-04-10,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,REVIEW,ALLOW,SCRATCH,0.57
8200,2025-04-22,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,CLEAN_SKY_BULLISH,DEMAND_ABSENT,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
8216,2025-04-25,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,high_fuel,SL_TOO_SHORT,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,WIN_BE,0.9
8236,2025-04-30,MACRO_BULL_RUN_CONTINUATION,BULL,high,REVIEW_RISK,SUPPLY_BLOCKS_TARGET,DEMAND_FRAGILE,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
8277,2025-05-09,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,STOP_LOSS,-1.1
8338,2025-05-23,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,STOP_LOSS,-1.1
8357,2025-05-28,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,FALLING_KNIFE,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,UNKNOWN,ALLOW,WIN_HELD,1.78
8371,2025-06-02,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,CLEAN_SKY_BULLISH,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,SCRATCH,0.51
8403,2025-06-09,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,SCRATCH,0.66
8431,2025-06-16,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
8460,2025-06-23,BULL_PULLBACK_CONTINUATION,BULL,medium,REVIEW_RISK,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
8479,2025-06-26,BULL_PULLBACK_CONTINUATION,BULL,medium,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,MTF_CONFLICT,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
8497,2025-07-01,RANGE_MACRO_BULL_RECLAIM,BULL,medium,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_TRANSITION_RISK,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,SCRATCH,-0.09
8544,2025-07-11,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,MTF_CONFLICT,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,WIN_HELD,1.01
8589,2025-07-22,RANGE_MACRO_BULL_RECLAIM,BULL,medium,REVIEW_RISK,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,STOP_LOSS,-1.1
8622,2025-07-30,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,CLEAN_SKY_BULLISH,DEMAND_NEUTRAL,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_TRANSITION_RISK,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
8635,2025-08-01,MID_RANGE_NOISE,NEUTRO,low,REVIEW,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,MTF_CONFLICT,MACRO_TRANSITION_RISK,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_PULLBACK,TAKE_CANDIDATE,ALLOW,SCRATCH,-0.19
8659,2025-08-07,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
8765,2025-09-02,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,HUMAN_VISUAL_REQUIRED,ALLOW,WIN_HELD,1.95
8823,2025-09-15,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_HELD,2.05
8858,2025-09-23,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,REVIEW,ALLOW,SCRATCH,1.24
8878,2025-09-28,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_HELD,3.24
8893,2025-10-01,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_HELD,2.83
8905,2025-10-03,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_RUNNER,3.9
8923,2025-10-08,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_BE,0.9
8940,2025-10-13,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_BE,0.9
8966,2025-10-17,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
8978,2025-10-21,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,high_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
9007,2025-10-28,CAPITULATION_RECLAIM_VALID,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,CLIMAX_RECLAIM,high_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,SCRATCH,1.4
9081,2025-11-13,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
9105,2025-11-19,CORRECTIVE_BEAR_LEG,RISK,medium,SKIP,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,WIN_HELD,1.64
9199,2025-12-11,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_RANGE_TRANSITION,HUMAN_VISUAL_REQUIRED,ALLOW,WIN_RUNNER,3.9
9215,2025-12-16,MACRO_BULL_RUN_CONTINUATION,BULL,high,REVIEW_RISK,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_SHORT,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_RUNNER,3.9
9243,2025-12-22,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
9256,2025-12-26,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
9287,2026-01-05,BULL_PULLBACK_CONTINUATION,BULL,high,TAKE,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_STRUCTURAL_OK,MACRO_RANGE_TRANSITION,TAKE_CANDIDATE,ALLOW,SCRATCH,1.64
9297,2026-01-06,MACRO_BULL_RUN_CONTINUATION,BULL,high,REVIEW_RISK,SUPPLY_BLOCKS_TARGET,DEMAND_FRAGILE,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_HELD,1.97
9304,2026-01-08,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,SUPPLY_BLOCKS_TARGET,DEMAND_NEUTRAL,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_HELD,2.45
9314,2026-01-09,MACRO_BULL_RUN_CONTINUATION,BULL,high,TAKE,MARKUP_BREAKING,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_HELD,3.16
9329,2026-01-14,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,STOP_LOSS,-1.1
9345,2026-01-18,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,REVIEW,ALLOW,WIN_RUNNER,3.9
9368,2026-01-22,NO_OVERHEAD_MARKUP,BULL,high,TAKE,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_NEUTRAL,MACRO_BULL_RUN,TAKE_CANDIDATE,ALLOW,WIN_BE,0.9
9390,2026-01-28,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_ABSENT,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_BULL_RUN,REVIEW,ALLOW,STOP_LOSS,-1.1
9432,2026-02-06,BEAR_BOUNCE_RISK,RISK,high,SKIP,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_TOO_WIDE,MACRO_RANGE_TRANSITION,REVIEW,ALLOW,SCRATCH,0.09
9492,2026-02-20,NO_OVERHEAD_MARKUP,BULL,high,REVIEW_RISK,CLEAN_SKY_BULLISH,DEMAND_FRAGILE,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,MACRO_RANGE_TRANSITION,SKIP_STRUCTURAL,ALLOW,SCRATCH,0.25
