plot_id,set,specialist,state,confidence,supports,conflicts,reason_codes,feature_values,market_interpretation,provenance_ok
T40,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.54;rsi_min8=56.69;sweet_spot=False;bub_sell=0.0;reclaim_body=0.38,sem capitulação relevante,True
T40,B,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=5.27;dist_d1_supply=1.88;blocks_target=0,sem teto = combustível alto,True
T40,B,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.22;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T42,B,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=3.18;has_overhead=1,supply longe = espaço ok,True
T42,B,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.64;touched_retest=1,demanda defendida real,True
T42,B,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.86;dist_VAL=2.64;va_width=1.13;rel_volume=1.19,aceitação acima do valor = bullish,True
T42,B,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=2.84;rsi_1d=51.9;d_break=bear;w_break=bull;weekly_slope=0.6070517404707794,alinhamento parcial bull,True
T42,B,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=-1.0;cascade=-1.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=14.44431939777524,macro quebrado/distribuição = topo macro,True
T42,B,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=2.84;rsi=67.75;rsi_1d=51.9;legpos90=95.0;rise20=2.34;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
T42,B,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.5;rsi_min8=51.03;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.52,sem capitulação relevante,True
T42,B,fuel,high_fuel,medium,room,,far_supply,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=3.18;dist_d1_supply=2.19;blocks_target=0,supply longe = combustível alto,True
T42,B,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.74;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S9,C,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.78;has_overhead=1,supply bloqueia alvo = R ruim,True
S9,C,demand,DEMAND_FRAGILE,medium,,demand_deep,TOO_DEEP,demand_category=DEMAND_TOO_DEEP;dist_4h_demand=4.69;touched_retest=0,demanda muito funda = entrada esticada,True
S9,C,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-1.49;dist_VAL=-0.9;va_width=1.18;rel_volume=0.78,preço abaixo do VAL = rejeição/distribuição,True
S9,C,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.98;rsi_1d=66.2;d_break=bull;w_break=bull;weekly_slope=-0.22379088690467835,alinhamento bull multi-TF = bull-run maior,True
S9,C,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=3.0;cascade=2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=6.32674934925739,macro quebrado/distribuição = topo macro,True
S9,C,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.98;rsi=47.95;rsi_1d=66.2;legpos90=66.4;rise20=0.0;bear_div=1.0,momentum bull forte,True
S9,C,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=2.59;rsi_min8=47.95;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.71,drop forte sem reclaim = faca caindo,True
S9,C,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.78;dist_d1_supply=0.79;blocks_target=1,supply colada/bloqueia = combustível baixo,True
S9,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=4.79;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S10,C,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=2.09;has_overhead=1,supply longe = espaço ok,True
S10,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.93;touched_retest=1,demanda defendida real,True
S10,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.2;dist_VAL=1.86;va_width=1.5;rel_volume=None,aceitação acima do valor = bullish,True
S10,C,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=0.02;rsi_1d=62.9;d_break=bull;w_break=bull;weekly_slope=-0.22379088690467835,alinhamento bull multi-TF = bull-run maior,True
S10,C,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=2.0;cascade=1.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=7.001480120451185,macro quebrado/distribuição = topo macro,True
S10,C,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=0.02;rsi=58.09;rsi_1d=62.9;legpos90=92.5;rise20=2.67;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
S10,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=40.98;sweet_spot=False;bub_sell=0.0;reclaim_body=0.51,sem capitulação relevante,True
S10,C,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.09;dist_d1_supply=3.93;blocks_target=0,combustível médio,True
S10,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.03;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S14,C,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.11;has_overhead=1,supply bloqueia alvo = R ruim,True
S14,C,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=4.09;touched_retest=0,demanda presente neutra,True
S14,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.02;dist_VAL=1.49;va_width=1.45;rel_volume=0.92,aceitação acima do valor = bullish,True
S14,C,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=1.29;rsi_1d=41.0;d_break=bear;w_break=bear;weekly_slope=-0.4691936913007228,alinhamento bear = bounce local provável,True
S14,C,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-3.0;cascade=-3.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=11.166997094049586,macro quebrado/distribuição = topo macro,True
S14,C,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=1.29;rsi=44.4;rsi_1d=41.0;legpos90=49.9;rise20=2.08;bear_div=0.0,momentum fraco = bounce/indeciso,True
S14,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.27;rsi_min8=33.76;sweet_spot=False;bub_sell=8.0;reclaim_body=1.06,sem capitulação relevante,True
S14,C,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.11;dist_d1_supply=2.09;blocks_target=1,supply colada/bloqueia = combustível baixo,True
S14,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=4.19;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S18,C,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
S18,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.22;touched_retest=1,demanda defendida real,True
S18,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.5;dist_VAL=0.86;va_width=1.13;rel_volume=1.28,aceitação acima do valor = bullish,True
S18,C,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.37;rsi_1d=68.2;d_break=bull;w_break=bull;weekly_slope=0.6487836827052934,alinhamento bull multi-TF = bull-run maior,True
S18,C,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=0.31358292408104743,regime macro bull,True
S18,C,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=3.37;rsi=66.03;rsi_1d=68.2;legpos90=98.2;rise20=6.27;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
S18,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=62.25;sweet_spot=False;bub_sell=0.0;reclaim_body=0.53,sem capitulação relevante,True
S18,C,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=3.86;blocks_target=0,sem teto = combustível alto,True
S18,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.32;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S19,C,supply,SUPPLY_REJECTING_RISK,high,,supply_rejecting,SUPPLY_NEAR_AND_REJECTING,supply_category=SUPPLY_NEAR_AND_REJECTING;polarity_category=POLARITY_UNDER_SUPPLY_PRESSURE;dist_4h_supply=0.85;has_overhead=1,supply viva colada acima = risco,True
S19,C,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=12.22;touched_retest=0,sem base de demanda = floating,True
S19,C,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.16;dist_VAL=0.83;va_width=1.06;rel_volume=1.32,dentro do valor = balanço,True
S19,C,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-0.92;rsi_1d=33.7;d_break=bear;w_break=bear;weekly_slope=-0.24545820039007285,alinhamento bear = bounce local provável,True
S19,C,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-2.0;cascade=-2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=8.85405389800661,macro quebrado/distribuição = topo macro,True
S19,C,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-0.92;rsi=43.35;rsi_1d=33.7;legpos90=18.4;rise20=1.69;bear_div=0.0,momentum fraco = bounce/indeciso,True
S19,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.71;rsi_min8=40.48;sweet_spot=True;bub_sell=2.0;reclaim_body=1.02,sem capitulação relevante,True
S19,C,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_NEAR_AND_REJECTING;dist_4h_supply=0.85;dist_d1_supply=3.96;blocks_target=1,supply colada/bloqueia = combustível baixo,True
S19,C,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.89;sl_type=LATE_WIDE,SL aceitável,True
S21,C,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=1.18;has_overhead=1,supply bloqueia alvo = R ruim,True
S21,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=1.85;touched_retest=1,demanda defendida real,True
S21,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.66;dist_VAL=1.3;va_width=0.98;rel_volume=1.47,aceitação acima do valor = bullish,True
S21,C,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=6.6;rsi_1d=60.0;d_break=bull;w_break=bull;weekly_slope=-0.12456137625421815,alinhamento bull multi-TF = bull-run maior,True
S21,C,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=TRANSITION;combined_score=3.0;cascade=3.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=3.436633608565932,macro quebrado/distribuição = topo macro,True
S21,C,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=6.6;rsi=71.16;rsi_1d=60.0;legpos90=96.9;rise20=5.55;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
S21,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.2;rsi_min8=67.28;sweet_spot=False;bub_sell=0.0;reclaim_body=0.45,sem capitulação relevante,True
S21,C,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.18;dist_d1_supply=0.0;blocks_target=1,sem teto = combustível alto,True
S21,C,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=1.95;sl_type=TOP_EXHAUSTION,SL aceitável,True
S22,C,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
S22,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.94;touched_retest=1,demanda defendida real,True
S22,C,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.27;dist_VAL=0.16;va_width=0.87;rel_volume=0.72,dentro do valor = balanço,True
S22,C,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=5.66;rsi_1d=74.8;d_break=bull;w_break=bull;weekly_slope=0.21494183568943886,alinhamento bull multi-TF = bull-run maior,True
S22,C,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=0.17572025726619994,regime macro bull,True
S22,C,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=5.66;rsi=83.3;rsi_1d=74.8;legpos90=93.9;rise20=6.21;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
S22,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.28;rsi_min8=67.06;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.27,sem capitulação relevante,True
S22,C,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=0.37;blocks_target=0,sem teto = combustível alto,True
S22,C,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=4.04;sl_type=TOP_EXHAUSTION,SL aceitável,True
S23,C,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.51;has_overhead=1,supply bloqueia alvo = R ruim,True
S23,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.71;touched_retest=1,demanda defendida real,True
S23,C,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.33;dist_VAL=0.42;va_width=1.11;rel_volume=1.22,dentro do valor = balanço,True
S23,C,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=1.17;rsi_1d=58.7;d_break=bull;w_break=bull;weekly_slope=0.9776251203295535,alinhamento bull multi-TF = bull-run maior,True
S23,C,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=2.642434412104612,regime macro bull,True
S23,C,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=1.17;rsi=51.63;rsi_1d=58.7;legpos90=66.2;rise20=2.63;bear_div=0.0,momentum bull forte,True
S23,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.05;rsi_min8=51.63;sweet_spot=False;bub_sell=0.0;reclaim_body=0.29,sem capitulação relevante,True
S23,C,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.51;dist_d1_supply=1.36;blocks_target=1,supply colada/bloqueia = combustível baixo,True
S23,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.81;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S28,C,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=2.22;has_overhead=1,supply longe = espaço ok,True
S28,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.12;touched_retest=1,demanda defendida real,True
S28,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.4;dist_VAL=0.91;va_width=0.66;rel_volume=1.25,aceitação acima do valor = bullish,True
S28,C,mtf,MTF_CONFLICT,low,,mtf_conflict,conflito,trend_30_4h=-0.02;rsi_1d=50.2;d_break=bear;w_break=bull;weekly_slope=0.7695780101118973,timeframes em conflito,True
S28,C,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=5.216330425689355,regime macro bull,True
S28,C,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-0.02;rsi=58.41;rsi_1d=50.2;legpos90=62.7;rise20=3.65;bear_div=0.0,momentum fraco = bounce/indeciso,True
S28,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=47.46;sweet_spot=False;bub_sell=0.0;reclaim_body=0.38,sem capitulação relevante,True
S28,C,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.22;dist_d1_supply=1.52;blocks_target=0,combustível médio,True
S28,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.22;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
S39,C,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
S39,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.35;touched_retest=1,demanda defendida real,True
S39,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=2.06;dist_VAL=2.77;va_width=1.17;rel_volume=0.58,aceitação acima do valor = bullish,True
S39,C,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=5.94;rsi_1d=73.3;d_break=bull;w_break=bull;weekly_slope=1.204192301178643,alinhamento bull multi-TF = bull-run maior,True
S39,C,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.7824454026985672,regime macro bull,True
S39,C,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=5.94;rsi=76.57;rsi_1d=73.3;legpos90=99.3;rise20=5.0;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
S39,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=62.11;sweet_spot=False;bub_sell=0.0;reclaim_body=0.37,sem capitulação relevante,True
S39,C,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
S39,C,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=3.45;sl_type=TOP_EXHAUSTION,SL aceitável,True
T13,C,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=6.2;has_overhead=1,sem teto = markup/ATH bullish,True
T13,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.81;touched_retest=1,demanda defendida real,True
T13,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=2.02;dist_VAL=2.52;va_width=1.86;rel_volume=0.47,aceitação acima do valor = bullish,True
T13,C,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-6.8;rsi_1d=24.6;d_break=bear;w_break=bear;weekly_slope=0.049612178563807556,alinhamento bear = bounce local provável,True
T13,C,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-3.0;cascade=-3.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=9.675096657048782,macro quebrado/distribuição = topo macro,True
T13,C,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-6.8;rsi=49.4;rsi_1d=24.6;legpos90=47.2;rise20=3.33;bear_div=0.0,momentum fraco = bounce/indeciso,True
T13,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.43;rsi_min8=19.85;sweet_spot=False;bub_sell=3.0;reclaim_body=-0.14,sem capitulação relevante,True
T13,C,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=6.2;dist_d1_supply=2.15;blocks_target=0,sem teto = combustível alto,True
T13,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.91;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T14,C,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=7.07;has_overhead=1,sem teto = markup/ATH bullish,True
T14,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.49;touched_retest=1,demanda defendida real,True
T14,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.39;dist_VAL=0.67;va_width=0.32;rel_volume=1.05,aceitação acima do valor = bullish,True
T14,C,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-5.94;rsi_1d=37.0;d_break=bear;w_break=bear;weekly_slope=0.049612178563807556,alinhamento bear = bounce local provável,True
T14,C,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-1.0;cascade=-1.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=8.609651617211998,macro quebrado/distribuição = topo macro,True
T14,C,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-5.94;rsi=52.77;rsi_1d=37.0;legpos90=51.7;rise20=5.38;bear_div=0.0,momentum fraco = bounce/indeciso,True
T14,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=48.0;sweet_spot=False;bub_sell=0.0;reclaim_body=0.4,sem capitulação relevante,True
T14,C,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=7.07;dist_d1_supply=1.83;blocks_target=0,sem teto = combustível alto,True
T14,C,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.59;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
T19,C,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=3.29;has_overhead=1,supply longe = espaço ok,True
T19,C,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.27;touched_retest=1,demanda defendida real,True
T19,C,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.79;dist_VAL=1.14;va_width=0.78;rel_volume=1.53,aceitação acima do valor = bullish,True
T19,C,mtf,BEAR_ALIGN,high,,mtf_bear,d/w break bear,trend_30_4h=-0.19;rsi_1d=46.0;d_break=bear;w_break=bear;weekly_slope=0.08478990615073391,alinhamento bear = bounce local provável,True
T19,C,regime,MACRO_BROKEN_DISTRIBUTION,high,,macro_broken,MACRO_BROKEN,v3_state=BEAR;combined_score=-2.0;cascade=-2.0;macro_broken=True;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=4.296011379315849,macro quebrado/distribuição = topo macro,True
T19,C,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-0.19;rsi=43.16;rsi_1d=46.0;legpos90=35.9;rise20=1.62;bear_div=0.0,momentum fraco = bounce/indeciso,True
T19,C,capit,NO_CAPITULATION,low,,,no_cap,drop20=3.32;rsi_min8=36.54;sweet_spot=False;bub_sell=0.0;reclaim_body=0.78,sem capitulação relevante,True
