bar_idx,specialist,state,confidence,supports,conflicts,reason_codes,feature_values,market_interpretation,provenance_ok
8080,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.72;rsi_min8=43.26;sweet_spot=False;bub_sell=0.0;reclaim_body=0.35,sem capitulação relevante,True
8080,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
8080,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=1.02;sl_type=LATE_WIDE,SL curto demais = stop no ruído (ex T34),True
8095,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
8095,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.24;touched_retest=1,demanda defendida real,True
8095,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.84;dist_VAL=1.73;va_width=0.92;rel_volume=1.11,aceitação acima do valor = bullish,True
8095,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=-0.13;rsi_1d=65.8;d_break=bull;w_break=bull;weekly_slope=0.8559237367907301,alinhamento bull multi-TF = bull-run maior,True
8095,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.2693709074971689,regime macro bull,True
8095,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=-0.13;rsi=63.45;rsi_1d=65.8;legpos90=90.1;rise20=2.64;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
8095,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=47.54;sweet_spot=False;bub_sell=0.0;reclaim_body=0.82,sem capitulação relevante,True
8095,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
8095,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.34;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
8111,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
8111,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=8.05;touched_retest=0,sem base de demanda = floating,True
8111,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.4;dist_VAL=0.74;va_width=0.72;rel_volume=0.75,aceitação acima do valor = bullish,True
8111,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=7.3;rsi_1d=75.6;d_break=bull;w_break=bull;weekly_slope=0.8559237367907301,alinhamento bull multi-TF = bull-run maior,True
8111,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.3025846038214975,regime macro bull,True
8111,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=7.3;rsi=81.52;rsi_1d=75.6;legpos90=99.0;rise20=6.9;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
8111,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=71.45;sweet_spot=False;bub_sell=0.0;reclaim_body=0.63,sem capitulação relevante,True
8111,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
8111,risk,SL_TOO_WIDE,medium,,sl_wide,sl>5ATR,sl_atr=7.39;sl_type=TOP_EXHAUSTION,SL largo = R ruim,True
8133,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=3.62;has_overhead=1,supply longe = espaço ok,True
8133,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=0.75;touched_retest=0,demanda presente neutra,True
8133,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-2.35;dist_VAL=-1.14;va_width=1.85;rel_volume=1.58,preço abaixo do VAL = rejeição/distribuição,True
8133,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=-1.46;rsi_1d=67.2;d_break=bull;w_break=bull;weekly_slope=0.8549828038591946,alinhamento bull multi-TF = bull-run maior,True
8133,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=1.8347812910394956,regime macro bull,True
8133,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=-1.46;rsi=36.95;rsi_1d=67.2;legpos90=25.1;rise20=0.0;bear_div=0.0,momentum bull forte,True
8133,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=3.61;rsi_min8=36.95;sweet_spot=True;bub_sell=1.0;reclaim_body=-1.02,drop forte sem reclaim = faca caindo,True
8133,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=3.62;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
8133,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=0.85;sl_type=V_REVERSAL_DEMAND,SL curto demais = stop no ruído (ex T34),True
8149,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_ACCEPTED_ABOVE_SUPPLY;dist_4h_supply=2.37;has_overhead=1,supply longe = espaço ok,True
8149,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.76;touched_retest=1,demanda defendida real,True
8149,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.89;dist_VAL=1.48;va_width=1.39;rel_volume=1.15,aceitação acima do valor = bullish,True
8149,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=-2.69;rsi_1d=47.1;d_break=bull;w_break=bull;weekly_slope=1.0139110285382513,alinhamento parcial bull,True
8149,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=True;dist_alarm=False;dd13w=5.762577027982624,regime macro bull,True
8149,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-2.69;rsi=44.05;rsi_1d=47.1;legpos90=41.9;rise20=2.34;bear_div=0.0,momentum fraco = bounce/indeciso,True
8149,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.02;rsi_min8=32.86;sweet_spot=False;bub_sell=0.0;reclaim_body=0.92,sem capitulação relevante,True
8149,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.37;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
8149,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.86;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
8157,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
8157,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=5.49;touched_retest=1,sem base de demanda = floating,True
8157,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.32;dist_VAL=1.67;va_width=0.77;rel_volume=1.22,aceitação acima do valor = bullish,True
8157,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=1.51;rsi_1d=59.6;d_break=bull;w_break=bull;weekly_slope=1.0139110285382513,alinhamento bull multi-TF = bull-run maior,True
8157,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=3.40911960804121,regime macro bull,True
8157,momentum,HEALTHY_HIGH_LEGPOS,high,strong_bull,,legpos_high+momentum,trend_30=1.51;rsi=64.7;rsi_1d=59.6;legpos90=94.3;rise20=5.49;bear_div=0.0,legpos alto COM momentum = continuação sadia,True
8157,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=52.36;sweet_spot=False;bub_sell=0.0;reclaim_body=1.29,sem capitulação relevante,True
8157,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
8157,risk,SL_TOO_WIDE,medium,,sl_wide,sl>5ATR,sl_atr=5.59;sl_type=LATE_WIDE,SL largo = R ruim,True
8200,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
8200,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=None;touched_retest=0,sem base de demanda = floating,True
8200,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-1.8;dist_VAL=-0.75;va_width=1.68;rel_volume=0.6,preço abaixo do VAL = rejeição/distribuição,True
8200,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=4.48;rsi_1d=82.1;d_break=bull;w_break=bull;weekly_slope=1.2271028256621734,alinhamento bull multi-TF = bull-run maior,True
8200,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=3.0;cascade=3.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=0.23466924754253726,regime macro bull,True
8200,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=4.48;rsi=64.02;rsi_1d=82.1;legpos90=78.1;rise20=1.83;bear_div=0.0,momentum bull forte,True
8200,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=2.97;rsi_min8=64.02;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.55,drop forte sem reclaim = faca caindo,True
8200,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=None;blocks_target=0,sem teto = combustível alto,True
8200,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=2.65;sl_type=LATE_WIDE,SL aceitável,True
8216,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.59;has_overhead=1,supply bloqueia alvo = R ruim,True
8216,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=0.51;touched_retest=1,demanda presente neutra,True
8216,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.53;dist_VAL=0.38;va_width=1.49;rel_volume=0.92,dentro do valor = balanço,True
8216,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=-0.83;rsi_1d=65.8;d_break=bull;w_break=bull;weekly_slope=1.2271028256621734,alinhamento bull multi-TF = bull-run maior,True
8216,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=4.661754243607798,regime macro bull,True
8216,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=-0.83;rsi=42.66;rsi_1d=65.8;legpos90=59.7;rise20=0.09;bear_div=0.0,momentum bull forte,True
8216,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=5.15;rsi_min8=42.66;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.27,drop forte sem reclaim = faca caindo,True
8216,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.59;dist_d1_supply=None;blocks_target=1,sem teto = combustível alto,True
8216,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=0.61;sl_type=V_REVERSAL_DEMAND,SL curto demais = stop no ruído (ex T34),True
8236,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.69;has_overhead=1,supply bloqueia alvo = R ruim,True
8236,demand,DEMAND_FRAGILE,medium,,demand_deep,TOO_DEEP,demand_category=DEMAND_TOO_DEEP;dist_4h_demand=3.55;touched_retest=0,demanda muito funda = entrada esticada,True
8236,volume,REJECTION_BELOW_VALUE,medium,,below_value,BELOW_VAL|maturity:VP-as-of-bar,below_VAL=True;dist_POC=-0.66;dist_VAL=-0.13;va_width=0.86;rel_volume=0.42,preço abaixo do VAL = rejeição/distribuição,True
8236,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=0.01;rsi_1d=58.8;d_break=bull;w_break=bull;weekly_slope=1.2496194919123242,alinhamento bull multi-TF = bull-run maior,True
8236,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=2.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=5.301188295899678,regime macro bull,True
8236,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=0.01;rsi=48.36;rsi_1d=58.8;legpos90=60.1;rise20=0.53;bear_div=0.0,momentum bull forte,True
8236,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.08;rsi_min8=41.06;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.62,sem capitulação relevante,True
8236,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.69;dist_d1_supply=2.04;blocks_target=1,supply colada/bloqueia = combustível baixo,True
8236,risk,SL_TOO_SHORT,high,,sl_short,sl<1.2ATR,sl_atr=0.87;sl_type=NORMAL_DEMAND_BASE,SL curto demais = stop no ruído (ex T34),True
8277,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.36;has_overhead=1,supply bloqueia alvo = R ruim,True
8277,demand,DEMAND_NEUTRAL,medium,demand_present,,PRESENT_NEUTRAL,demand_category=DEMAND_PRESENT_NEUTRAL;dist_4h_demand=3.23;touched_retest=0,demanda presente neutra,True
8277,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.44;dist_VAL=0.73;va_width=0.75;rel_volume=1.08,aceitação acima do valor = bullish,True
8277,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=2.99;rsi_1d=52.2;d_break=bull;w_break=bull;weekly_slope=1.2773059696652749,alinhamento bull multi-TF = bull-run maior,True
8277,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=5.474904070606317,regime macro bull,True
8277,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=2.99;rsi=49.08;rsi_1d=52.2;legpos90=46.7;rise20=1.35;bear_div=0.0,momentum bull forte,True
8277,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.45;rsi_min8=44.47;sweet_spot=False;bub_sell=0.0;reclaim_body=0.28,sem capitulação relevante,True
8277,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.36;dist_d1_supply=1.36;blocks_target=1,supply colada/bloqueia = combustível baixo,True
8277,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.33;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
8338,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=POLARITY_SUPPORTED_BY_DEMAND;dist_4h_supply=1.3;has_overhead=1,supply bloqueia alvo = R ruim,True
8338,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.44;touched_retest=1,demanda defendida real,True
8338,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.5;dist_VAL=1.57;va_width=1.68;rel_volume=0.47,aceitação acima do valor = bullish,True
8338,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=6.74;rsi_1d=54.3;d_break=bull;w_break=bull;weekly_slope=1.1773218563409062,alinhamento bull multi-TF = bull-run maior,True
8338,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=2.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=5.812621251039284,regime macro bull,True
8338,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=6.74;rsi=69.53;rsi_1d=54.3;legpos90=76.3;rise20=4.21;bear_div=0.0,momentum bull forte,True
8338,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.12;rsi_min8=53.34;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.11,sem capitulação relevante,True
8338,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.3;dist_d1_supply=0.43;blocks_target=1,supply colada/bloqueia = combustível baixo,True
8338,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.54;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
8357,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.58;has_overhead=1,supply bloqueia alvo = R ruim,True
8357,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_ORIGIN_OF_LEG,demand_category=DEMAND_ORIGIN_OF_LEG;dist_4h_demand=2.55;touched_retest=0,demanda defendida real,True
8357,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.24;dist_VAL=0.43;va_width=1.42;rel_volume=1.13,dentro do valor = balanço,True
8357,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=-3.21;rsi_1d=52.3;d_break=bull;w_break=bull;weekly_slope=1.1166325924137492,alinhamento parcial bull,True
8357,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=5.675762935110862,regime macro bull,True
8357,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-3.21;rsi=35.44;rsi_1d=52.3;legpos90=48.7;rise20=0.0;bear_div=0.0,momentum fraco = bounce/indeciso,True
8357,capit,FALLING_KNIFE,high,,knife,drop_no_reclaim,drop20=4.28;rsi_min8=35.44;sweet_spot=True;bub_sell=1.0;reclaim_body=-0.99,drop forte sem reclaim = faca caindo,True
8357,fuel,low_fuel,high,,obstructed,blocks/colada,supply_category=SUPPLY_BLOCKS_TARGET;dist_4h_supply=1.58;dist_d1_supply=1.77;blocks_target=1,supply colada/bloqueia = combustível baixo,True
8357,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.65;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
8371,supply,CLEAN_SKY_BULLISH,high,no_overhead,,CLEAN_SKY,supply_category=CLEAN_SKY;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=None;has_overhead=0,sem teto = markup/ATH bullish,True
8371,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=None;touched_retest=0,sem base de demanda = floating,True
8371,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=1.49;dist_VAL=2.22;va_width=1.46;rel_volume=0.97,aceitação acima do valor = bullish,True
8371,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=0.87;rsi_1d=52.3;d_break=bull;w_break=bull;weekly_slope=1.1166325924137492,alinhamento bull multi-TF = bull-run maior,True
8371,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=False;sharp_drop=False;dist_alarm=False;dd13w=5.969194021663032,regime macro bull,True
8371,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=0.87;rsi=56.88;rsi_1d=52.3;legpos90=92.9;rise20=3.73;bear_div=0.0,momentum fraco = bounce/indeciso,True
8371,capit,NO_CAPITULATION,low,,,no_cap,drop20=0.0;rsi_min8=41.5;sweet_spot=False;bub_sell=1.0;reclaim_body=1.09,sem capitulação relevante,True
8371,fuel,high_fuel,high,clean_sky,,no_overhead,supply_category=CLEAN_SKY;dist_4h_supply=None;dist_d1_supply=0.68;blocks_target=0,sem teto = combustível alto,True
8371,risk,SL_NEUTRAL,medium,,,neutral,sl_atr=4.64;sl_type=LATE_WIDE,SL aceitável,True
8403,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=2.1;has_overhead=1,supply longe = espaço ok,True
8403,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=2.89;touched_retest=1,demanda defendida real,True
8403,volume,ACCEPTANCE_ABOVE_VALUE,medium,acceptance_above,,ABOVE_POC|maturity:VP-as-of-bar,below_VAL=False;dist_POC=0.78;dist_VAL=1.09;va_width=0.87;rel_volume=0.87,aceitação acima do valor = bullish,True
8403,mtf,PARTIAL_BULL,medium,partial_bull,,parcial,trend_30_4h=-1.89;rsi_1d=48.8;d_break=bull;w_break=bull;weekly_slope=1.0518471832891514,alinhamento parcial bull,True
8403,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=TRANSITION;combined_score=1.0;cascade=1.0;macro_broken=False;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=5.041757500778567,regime macro bull,True
8403,momentum,WEAK_MOMENTUM,medium,,weak,momentum_weak,trend_30=-1.89;rsi=43.04;rsi_1d=48.8;legpos90=64.8;rise20=1.75;bear_div=0.0,momentum fraco = bounce/indeciso,True
8403,capit,NO_CAPITULATION,low,,,no_cap,drop20=2.59;rsi_min8=39.43;sweet_spot=False;bub_sell=6.0;reclaim_body=0.66,sem capitulação relevante,True
8403,fuel,medium_fuel,medium,,,moderate,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=2.1;dist_d1_supply=1.01;blocks_target=0,combustível médio,True
8403,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=2.99;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
8431,supply,SUPPLY_FAR_NEUTRAL,medium,room,,FAR_ENOUGH,supply_category=SUPPLY_FAR_ENOUGH;polarity_category=POLARITY_FLOATING_NO_BASE;dist_4h_supply=3.05;has_overhead=1,supply longe = espaço ok,True
8431,demand,DEMAND_DEFENDED,high,demand_defended,,DEMAND_SUPPORTING_RETEST,demand_category=DEMAND_SUPPORTING_RETEST;dist_4h_demand=3.89;touched_retest=1,demanda defendida real,True
8431,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.36;dist_VAL=0.12;va_width=1.26;rel_volume=1.01,dentro do valor = balanço,True
8431,mtf,FULL_BULL_ALIGN,high,mtf_bull,,4H+1D+W bull,trend_30_4h=3.93;rsi_1d=64.4;d_break=bull;w_break=bull;weekly_slope=1.0412063689258366,alinhamento bull multi-TF = bull-run maior,True
8431,regime,MACRO_BULL,high,macro_bull,,combined>0,v3_state=BULL;combined_score=4.0;cascade=3.0;macro_broken=False;distribution=False;stall=True;sharp_drop=False;dist_alarm=False;dd13w=1.990017057289052,regime macro bull,True
8431,momentum,STRONG_BULL_MOMENTUM,high,strong_bull,,momentum_strong,trend_30=3.93;rsi=61.83;rsi_1d=64.4;legpos90=80.9;rise20=3.69;bear_div=0.0,momentum bull forte,True
8431,capit,NO_CAPITULATION,low,,,no_cap,drop20=1.24;rsi_min8=61.83;sweet_spot=False;bub_sell=0.0;reclaim_body=-0.39,sem capitulação relevante,True
8431,fuel,high_fuel,medium,room,,far_supply,supply_category=SUPPLY_FAR_ENOUGH;dist_4h_supply=3.05;dist_d1_supply=0.89;blocks_target=0,supply longe = combustível alto,True
8431,risk,SL_STRUCTURAL_OK,high,sl_ok,,demand_base,sl_atr=3.99;sl_type=NORMAL_DEMAND_BASE,SL estrutural na demanda = ok,True
8460,supply,SUPPLY_BLOCKS_TARGET,medium,,target_obstructed,BLOCKS_TARGET,supply_category=SUPPLY_BLOCKS_TARGET;polarity_category=RECLAIM_REJECTED_BELOW_SUPPLY;dist_4h_supply=1.02;has_overhead=1,supply bloqueia alvo = R ruim,True
8460,demand,DEMAND_ABSENT,high,,no_demand_base,ABSENT,demand_category=DEMAND_ABSENT_OR_IRRELEVANT;dist_4h_demand=5.96;touched_retest=0,sem base de demanda = floating,True
8460,volume,IN_VALUE_BALANCE,low,,,BALANCE|maturity:VP-as-of-bar,below_VAL=False;dist_POC=-0.39;dist_VAL=0.52;va_width=1.28;rel_volume=0.76,dentro do valor = balanço,True
